 TOT_TRANS,NO_HIGH_RISK_TXN,NO_OF_ACCOUNTS,TVHR_TRAN_AMT,CUSTOMER_RISK_LEVEL,ALERT_STATUS
136,7,16,8819077,9,1
87,14,6,5460629,3,1
134,12,9,8400975,4,1
90,5,11,345265,1,1
77,6,10,4224291,6,1
85,9,4,4119647,5,1
82,6,10,1364476,2,1
88,8,11,9771523,8,1
58,12,3,6068233,5,1
89,10,14,316912,3,1
90,9,11,1730965,5,1
125,13,18,6029999,4,1
49,10,15,7661327,2,1
129,0,12,0,7,1
99,3,13,340006,6,1
60,13,16,4146299,4,1
90,11,12,1191465,4,1
113,9,18,7034879,5,1
113,4,7,1172696,4,1
85,6,17,199190,2,1
61,4,13,2670600,5,1
119,5,4,9354382,6,1
132,7,9,5367895,5,1
141,0,11,0,6,1
138,7,14,7037266,9,1
45,4,15,10046381,2,1
70,9,11,8996274,2,1
137,6,16,11224469,9,1
43,13,17,1605116,3,1
145,4,6,1749711,2,1
45,7,15,11706989,5,1
30,0,8,0,5,1
135,15,16,165708,5,1
85,10,15,1997516,8,1
102,10,15,7035329,6,1
119,2,13,6126840,1,1
37,12,14,4275126,7,1
102,12,9,6617005,6,1
96,8,5,4116204,6,1
78,13,4,6362260,2,1
129,0,8,0,1,1
101,13,13,11488758,4,1
127,10,9,1580697,3,1
74,3,13,4577484,1,1
37,6,15,8290585,3,1
103,6,9,7671979,3,1
61,6,9,7760193,4,1
136,4,17,5357183,5,1
121,12,7,10731337,5,1
112,10,15,11474818,6,1
63,6,12,6591220,3,1
82,2,6,11959981,6,1
89,7,6,7431483,9,1
63,0,6,0,9,1
113,12,11,701665,6,1
123,13,10,5715150,8,1
131,5,10,4106840,9,1
76,10,14,6645280,3,1
41,4,4,5284450,8,1
137,11,6,2421511,1,1
97,8,12,8809154,6,1
142,10,3,9832779,7,1
138,11,10,8395983,4,1
113,3,4,9360520,6,1
138,0,12,0,6,1
55,13,14,6542954,6,1
90,5,8,1581838,5,1
121,12,5,1863140,3,1
91,12,19,179405,7,1
139,12,3,8692738,4,1
147,13,5,9697609,8,1
87,13,11,8558452,9,1
41,0,13,0,5,1
62,5,18,5187955,7,1
85,4,15,8999259,7,1
95,0,7,0,7,1
93,8,16,7127260,5,1
50,9,7,1172009,7,1
119,13,18,193024,6,1
80,6,6,9588954,7,1
77,5,12,9617829,5,1
137,12,5,1373712,2,1
51,8,10,4336295,5,1
126,7,13,10775728,9,1
118,13,17,5703499,5,1
94,13,14,5645050,7,1
112,0,9,0,6,1
48,6,4,8782799,1,1
54,6,6,467806,2,1
71,13,11,3278776,3,1
73,8,10,3173707,7,1
74,6,13,707297,7,1
86,12,8,3158382,6,1
34,5,6,210639,2,1
92,8,11,9788575,3,1
33,0,10,0,5,1
116,11,12,1200448,6,1
70,6,3,4454641,6,1
141,11,8,9953794,1,1
62,12,6,6061779,6,1
125,0,12,0,7,1
27,0,10,0,4,1
94,2,2,4468438,3,1
119,11,13,2783309,9,1
40,12,19,361302,1,1
113,13,14,7165562,8,1
39,4,19,11249647,8,1
106,5,8,1542406,3,1
60,9,12,9006642,1,1
107,4,9,1396331,6,1
114,9,4,8562058,4,1
130,8,17,6042833,3,1
105,0,10,0,6,1
79,3,16,3186620,7,1
103,9,10,7409237,5,1
120,2,16,868378,4,1
88,1,15,8033634,1,1
78,11,11,7180607,9,1
67,6,7,11626326,7,1
127,1,16,5217523,8,1
62,5,19,5186431,7,1
92,11,4,5462487,3,1
86,7,8,7456662,6,1
96,7,5,9772482,9,1
106,5,8,1542588,3,1
67,10,10,2700979,5,1
137,3,17,5357102,6,1
76,6,3,7034776,9,1
122,3,10,3449716,4,1
100,6,10,5718600,5,1
95,6,9,6066616,4,1
134,5,2,9682796,5,1
55,3,16,9589632,5,1
73,12,3,7918067,7,1
75,9,11,6573322,3,1
94,1,14,8038925,1,1
71,6,12,9026000,6,1
60,13,3,6064753,5,1
40,11,17,7652999,1,1
54,4,7,4487678,5,1
109,14,14,8262112,4,1
106,10,11,11484653,3,1
138,11,20,6045945,3,1
126,8,12,8820534,7,1
85,0,6,0,7,1
53,4,11,9643787,4,1
87,13,11,8557531,9,1
30,14,13,4277514,8,1
145,14,8,9700262,5,1
44,9,13,7789317,7,1
102,10,6,9917896,7,1
115,10,14,2781548,9,1
66,4,17,10477738,5,1
72,4,17,3186715,7,1
46,12,6,7909722,9,1
133,11,19,6052853,3,1
92,12,10,9925162,2,1
66,5,17,10112720,9,1
49,12,5,7913583,9,1
138,0,12,0,6,1
48,4,10,6804789,8,1
59,3,16,2974776,9,1
98,3,10,1370784,2,1
64,7,15,8035617,4,1
39,8,18,6541265,6,1
140,13,20,6032022,3,1
114,10,5,11224932,1,1
131,8,7,4798505,9,1
59,12,7,7656805,1,1
49,8,14,679123,9,1
92,6,10,8282842,9,1
84,7,17,3463455,4,1
60,9,7,11963269,7,1
76,11,12,1868418,4,1
71,14,3,5343899,2,1
44,7,15,8287751,3,1
54,10,11,9641956,4,1
82,2,17,7880755,6,1
106,1,9,991701,7,1
80,5,8,1595162,6,1
136,12,7,9819221,2,1
53,8,4,9134277,7,1
99,4,12,1524407,3,1
109,6,11,2362658,6,1
60,11,3,1187688,7,1
43,6,11,9792425,8,1
62,7,7,3425037,6,1
94,2,3,6807729,1,1
75,11,9,2062444,6,1
140,12,2,1861733,3,1
38,4,8,213102,1,1
82,2,11,2480021,4,1
62,11,12,9640973,5,1
133,9,4,8563368,5,1
39,9,12,6365640,4,1
122,2,8,3177386,1,1
100,4,10,4571932,2,1
122,0,10,0,2,1
96,2,15,8057136,3,1
143,14,15,145659,3,1
127,8,12,3939151,5,1
66,7,16,4272118,2,1
68,5,19,5187363,7,1
111,10,1,956848,5,1
106,14,11,11495589,3,1
138,7,7,2276623,6,1
107,7,5,1595605,4,1
64,9,19,169170,7,1
80,11,12,1868553,4,1
60,11,3,6068139,5,1
59,3,7,2985518,8,1
130,7,6,5704597,5,1
93,7,16,8119632,4,1
64,13,17,4145902,5,1
55,8,5,7854303,5,1
113,11,10,9813452,1,1
67,7,9,4225101,5,1
84,8,7,6067080,4,1
92,11,11,10781839,4,1
92,11,11,10780471,5,1
40,8,16,6469790,9,1
64,6,4,4452035,2,1
42,7,6,3252414,6,1
120,1,13,3174679,6,1
119,7,3,6128224,7,1
129,13,16,7167718,8,1
130,4,7,1391173,3,1
57,5,7,10125586,9,1
48,7,11,9790343,8,1
119,6,16,1735534,8,1
46,6,10,10425574,5,1
114,2,15,869063,4,1
135,11,19,6052957,3,1
77,2,10,1371032,2,1
48,2,15,10428613,6,1
91,4,12,344569,2,1
121,13,20,343093,1,1
132,14,9,702126,5,1
119,9,18,9708903,9,1
112,7,4,4268146,1,1
139,9,11,3734391,9,1
72,13,8,168519,8,1
73,7,17,9016990,5,1
54,13,14,6542750,6,1
77,12,18,677940,5,1
95,5,17,9635245,9,1
68,4,4,331050,6,1
73,7,14,350631,1,1
46,11,14,2026529,4,1
106,12,7,1256506,4,1
136,3,11,8810987,4,1
86,6,9,2354797,6,1
45,7,17,6474090,8,1
113,7,9,9781317,6,1
49,4,17,5489844,2,1
87,13,13,2821806,2,1
94,11,12,1791092,6,1
99,3,13,7894452,5,1
51,10,3,6657409,3,1
38,1,17,2980959,9,1
83,7,6,1696336,6,1
123,1,11,3177036,4,1
38,2,15,712513,9,1
84,2,6,11958216,6,1
92,9,4,4117462,5,1
66,7,5,9130566,7,1
77,5,18,6486339,6,1
133,0,10,0,7,1
104,7,6,9832258,7,1
121,6,12,1371170,3,1
126,4,7,1391243,3,1
110,11,4,6872669,3,1
99,8,5,9818740,9,1
65,0,12,0,1,1
119,2,14,7333696,4,1
80,4,5,6899754,6,1
114,8,4,8819947,4,1
52,7,4,7851884,6,1
107,6,14,3449513,5,1
49,5,17,11245940,6,1
114,3,7,11476698,1,1
99,8,10,1365768,3,1
73,8,12,9628826,5,1
62,7,15,5478725,2,1
33,14,8,2798986,3,1
139,11,19,6024823,3,1
66,11,11,7168587,7,1
63,13,12,6549647,5,1
141,6,5,1190072,5,1
73,13,2,2478919,2,1
37,12,19,362139,1,1
70,5,18,5249139,2,1
83,5,14,11819275,6,1
46,11,13,682082,9,1
117,4,6,1174097,4,1
43,12,17,2913005,5,1
57,13,9,3269563,3,1
38,7,6,3435485,5,1
109,3,16,3680376,3,1
59,7,11,1611075,6,1
119,9,3,11972795,6,1
68,3,6,9696738,2,1
88,2,6,2915581,2,1
134,8,6,940575,4,1
123,6,15,3473920,2,1
128,4,9,10753187,5,1
115,6,7,1184917,4,1
142,15,15,144868,4,1
61,10,8,4571165,9,1
57,5,16,5482804,2,1
135,10,8,1374323,3,1
115,7,7,4110309,7,1
42,4,10,9644181,3,1
44,8,7,1256338,4,1
73,10,8,4574563,9,1
45,11,14,2025437,4,1
97,10,10,4240181,5,1
97,9,9,6594757,4,1
88,9,11,1185930,4,1
134,6,5,5716606,5,1
106,4,12,3174679,7,1
81,0,6,0,7,1
90,14,4,5465250,3,1
85,8,8,4578387,8,1
76,2,18,6468991,9,1
115,9,11,8277239,5,1
56,5,17,6469441,9,1
94,11,10,4114622,3,1
113,7,12,3169745,7,1
100,10,11,9813853,1,1
109,2,14,869507,4,1
119,10,2,2706616,9,1
78,6,14,10112060,10,1
92,11,11,10780408,5,1
140,12,5,1375751,2,1
143,4,14,2267795,6,1
44,4,4,10841040,6,1
81,11,16,7885322,4,1
102,8,6,781244,2,1
92,13,11,10788953,2,1
133,7,12,11222945,6,1
69,11,11,7188728,9,1
97,8,10,1365450,3,1
80,13,2,2475749,3,1
30,14,13,4277520,8,1
128,7,10,1372730,3,1
43,9,13,7787590,7,1
85,12,3,5349769,3,1
77,4,5,6899384,6,1
77,10,9,4235188,5,1
115,7,17,7034188,4,1
130,3,9,10748159,6,1
46,11,13,682125,9,1
112,10,18,4108007,4,1
58,11,10,6673654,1,1
40,14,4,7914823,9,1
79,9,12,8995525,3,1
64,6,15,5720486,6,1
81,10,8,3271398,4,1
108,8,2,5878274,3,1
60,12,8,2807630,5,1
97,8,12,3939813,5,1
121,11,18,6051897,3,1
136,10,19,6049923,2,1
84,7,3,5881788,3,1
104,1,18,5249398,3,1
118,8,16,1748186,9,1
97,11,16,5652033,7,1
86,5,12,347794,1,1
91,6,5,1684829,8,1
91,4,12,344705,2,1
98,12,9,1864922,3,1
123,8,18,11819901,5,1
70,6,9,9001209,4,1
112,10,19,7035203,5,1
119,3,11,6127213,3,1
76,3,3,995009,6,1
33,9,12,6365228,5,1
79,6,13,348641,1,1
122,0,11,0,6,1
54,11,17,2800704,3,1
88,6,11,5719222,5,1
41,6,15,8286559,4,1
39,8,16,6469799,9,1
67,1,9,376251,4,1
65,11,7,6483857,7,1
102,3,13,11832108,9,1
59,7,8,5456642,4,1
101,7,10,4575581,7,1
141,3,12,3450018,4,1
70,0,6,0,7,1
133,5,2,9278574,7,1
31,0,6,0,3,1
30,7,18,155839,7,1
86,6,12,10111362,10,1
87,3,9,9005375,9,1
103,12,5,1876082,3,1
114,6,12,3170426,7,1
69,14,3,5343310,2,1
41,12,19,360578,1,1
105,8,9,3071020,3,1
93,12,12,7180145,9,1
57,4,13,371091,3,1
60,11,11,4158771,5,1
111,2,12,8748560,2,1
68,5,4,330376,6,1
134,7,13,11222975,6,1
62,6,10,1611524,6,1
107,8,15,3042528,7,1
122,10,9,11486366,3,1
109,10,14,7032041,7,1
86,5,11,11736953,5,1
45,7,12,4477170,2,1
84,11,17,7882035,5,1
71,6,5,327888,5,1
130,12,16,9707805,5,1
63,12,15,1869476,4,1
62,4,12,9643445,5,1
124,10,3,2706061,9,1
133,8,16,8820853,9,1
53,8,2,6190765,5,1
109,11,8,1200614,8,1
72,12,13,1866876,3,1
77,0,11,0,6,1
67,3,15,3190221,7,1
38,5,3,5286120,8,1
71,8,7,7910398,8,1
112,1,8,3182195,1,1
140,3,12,3448074,4,1
134,9,4,8563446,5,1
85,6,16,11810711,5,1
76,5,9,2915931,2,1
33,8,14,4477270,3,1
97,1,12,3182838,5,1
143,4,3,1185552,4,1
81,6,5,7436038,9,1
30,10,9,3706619,8,1
137,3,16,5354874,6,1
85,9,15,11490748,7,1
79,10,9,9929534,1,1
80,6,6,335028,5,1
53,5,6,4573564,2,1
124,11,10,1204177,8,1
40,12,7,930019,8,1
46,10,6,3255317,5,1
125,14,11,7184665,4,1
131,6,2,10105988,9,1
111,3,1,8527508,2,1
137,8,13,7036941,9,1
53,12,2,6068456,5,1
41,8,9,2398847,6,1
66,7,12,481743,4,1
42,12,9,920928,9,1
75,3,15,2476533,2,1
76,8,14,7058833,4,1
121,6,4,9351769,7,1
74,9,8,4570244,7,1
54,12,16,11609060,2,1
104,11,12,11485898,3,1
136,4,17,5356401,5,1
132,0,17,0,4,1
66,11,7,1187199,6,1
76,5,6,2979926,8,1
131,8,6,5369939,5,1
69,10,12,5687287,5,1
110,12,9,9903145,5,1
84,6,5,7429697,9,1
55,5,2,2972616,3,1
49,5,18,11257092,8,1
58,11,13,9619843,5,1
73,7,10,2350249,8,1
69,10,5,6067737,5,1
51,7,4,7850976,6,1
73,8,11,3174017,7,1
120,10,13,2833017,5,1
54,2,15,1272612,7,1
39,13,18,1609166,2,1
41,13,11,4277019,8,1
39,10,16,5237710,3,1
60,6,14,11282133,6,1
114,0,15,0,5,1
62,8,6,9918671,3,1
63,13,10,7897632,7,1
73,11,12,6674385,1,1
76,0,13,0,2,1
92,7,5,9764994,9,1
61,9,14,8270089,9,1
134,11,13,9708628,3,1
135,6,11,8102827,2,1
109,5,10,8287345,6,1
77,9,9,3171991,7,1
119,5,4,9354607,6,1
75,9,10,3718912,9,1
91,7,12,1595607,5,1
76,10,10,1726386,3,1
60,6,4,4451347,2,1
88,12,3,5351037,3,1
105,1,8,991808,7,1
119,2,13,6126858,1,1
77,11,10,2700545,5,1
63,14,11,6525758,6,1
113,4,14,11831121,8,1
93,4,12,339517,7,1
112,4,8,1394876,5,1
137,10,7,1374678,3,1
59,1,11,3194023,3,1
95,5,16,1884377,7,1
92,13,11,10788553,2,1
56,11,16,678950,7,1
52,10,17,357297,1,1
102,12,5,6628120,5,1
58,12,7,2806952,5,1
130,12,3,1862482,3,1
46,11,16,6540910,6,1
61,9,6,338619,7,1
75,10,12,1187143,4,1
60,9,11,8999578,1,1
134,9,5,9711105,8,1
31,0,7,0,4,1
45,10,13,2223264,1,1
132,12,11,1211822,7,1
41,6,11,4484623,4,1
80,7,16,7693441,7,1
48,4,9,4579250,1,1
90,7,8,6066854,4,1
40,8,13,7070227,2,1
131,5,13,2223023,3,1
107,11,18,195125,5,1
59,11,17,677913,7,1
97,8,11,9786377,3,1
54,13,3,7916345,8,1
76,1,8,8043232,5,1
117,4,4,9356843,6,1
134,4,8,5327425,4,1
62,5,4,4666149,9,1
137,12,6,9820566,3,1
108,9,2,8812091,3,1
68,4,4,334843,6,1
61,11,4,6882563,8,1
47,4,5,5281671,7,1
95,11,15,8847400,10,1
114,12,16,147891,4,1
119,13,11,7184559,4,1
84,11,3,7919095,6,1
105,10,14,2781642,9,1
58,4,14,2666857,4,1
85,9,4,6875033,7,1
86,12,14,6045927,5,1
87,11,13,315630,2,1
65,2,5,9695811,2,1
115,6,15,7033035,4,1
80,3,4,6892877,5,1
94,12,4,6875068,4,1
69,9,10,8993849,1,1
124,4,7,1391705,3,1
111,1,8,3182406,1,1
63,9,11,8996929,1,1
108,9,2,8807970,3,1
141,6,17,5372458,7,1
103,8,10,9700042,2,1
108,9,2,8811873,3,1
50,14,13,3254162,3,1
122,0,8,0,6,1
97,11,4,6869047,5,1
133,8,18,11823503,6,1
120,9,17,340244,3,1
123,0,12,0,7,1
125,14,11,7184605,4,1
50,8,14,7067654,2,1
76,12,3,7918345,6,1
44,0,13,0,5,1
51,4,13,1272432,6,1
67,9,3,6651147,4,1
100,12,14,7153480,7,1
57,11,16,6550001,6,1
109,10,18,11806835,2,1
93,9,8,3679244,9,1
119,9,4,8562370,4,1
78,4,6,11960528,6,1
70,8,15,3175106,5,1
92,8,9,4574181,8,1
127,2,8,8805922,2,1
42,7,15,8285597,4,1
92,12,3,5353013,3,1
126,6,10,2621945,6,1
149,7,13,8107329,3,1
82,6,6,372545,1,1
97,10,9,9936463,1,1
54,5,6,4485873,6,1
37,9,12,5601244,5,1
118,0,8,0,4,1
40,4,9,9644257,3,1
58,7,9,5458946,4,1
42,5,19,170619,5,1
50,9,13,1609862,4,1
124,5,15,6061499,3,1
57,10,11,6369501,2,1
111,12,12,7427338,5,1
102,15,8,9366200,9,1
135,8,14,7037152,9,1
98,10,11,9813924,1,1
122,9,17,9712845,9,1
106,7,8,5908944,2,1
58,10,2,1185870,7,1
111,3,4,9363557,6,1
53,8,8,2401314,6,1
30,6,19,156414,6,1
92,6,15,3458106,5,1
62,7,16,5477207,2,1
102,12,14,7155940,7,1
63,7,6,4662199,6,1
40,8,8,2399063,6,1
98,6,13,2622853,6,1
70,4,8,7746308,6,1
55,9,15,7063389,2,1
36,12,8,921492,8,1
61,10,8,4570907,9,1
124,10,2,2710852,9,1
98,7,16,179386,2,1
60,9,6,338600,7,1
139,12,17,3932614,6,1
91,11,10,9935957,1,1
60,7,2,6868915,3,1
139,6,15,3462465,4,1
138,9,8,1198832,6,1
39,12,19,364753,1,1
98,14,1,6368729,2,1
106,5,10,8285400,5,1
48,5,7,4777772,5,1
32,10,9,3704554,7,1
31,14,6,2798262,3,1
116,10,18,2364800,8,1
89,15,10,6566501,5,1
94,10,8,9939368,4,1
104,11,12,11485922,3,1
73,6,10,4579159,5,1
100,11,15,6674522,1,1
49,9,14,7066376,2,1
95,6,12,1890330,6,1
60,10,13,2035080,5,1
61,7,2,2981652,4,1
57,4,16,10457296,5,1
49,6,14,10046890,3,1
126,6,10,4106067,8,1
138,10,19,6026106,2,1
119,10,18,7036086,7,1
113,9,18,7034667,5,1
112,13,13,5663002,7,1
38,2,15,712601,8,1
107,11,8,9896183,6,1
89,11,15,6499313,3,1
75,7,19,3176256,4,1
126,12,17,7452145,5,1
106,14,9,1790554,8,1
63,7,6,4662367,7,1
110,7,18,9697859,9,1
71,2,19,6478853,8,1
68,0,13,0,6,1
36,10,6,1271756,5,1
79,3,4,4475587,4,1
41,1,16,2982891,9,1
56,11,5,7912525,8,1
113,7,17,9690086,5,1
59,7,6,1205347,6,1
56,3,9,7664027,6,1
105,0,10,0,5,1
98,3,13,339410,7,1
77,11,12,1186780,4,1
99,7,5,9773029,9,1
130,0,12,0,5,1
63,3,2,6777969,5,1
82,10,9,3169904,7,1
53,5,6,4576938,2,1
129,3,14,10755326,8,1
96,8,2,5880161,3,1
64,10,14,8267244,9,1
70,7,19,3176576,3,1
125,5,7,5324974,3,1
87,8,16,11488504,8,1
84,5,7,365551,1,1
124,1,9,8680304,4,1
123,12,13,3939157,6,1
106,9,17,7131678,5,1
99,9,6,9943387,7,1
113,7,8,7036359,10,1
85,8,7,7034964,8,1
60,7,17,5245375,3,1
70,8,15,3175197,5,1
46,13,9,11962238,9,1
124,3,13,4570225,1,1
98,9,10,11480280,5,1
50,11,4,338312,7,1
122,5,15,10609186,2,1
101,3,17,9682167,7,1
44,10,14,2784995,5,1
87,4,10,343412,2,1
85,9,15,11490422,7,1
38,7,8,2398180,6,1
66,9,3,6651075,4,1
130,6,18,6031196,1,1
35,10,4,507476,8,1
79,7,15,9622900,7,1
63,3,11,374044,4,1
91,7,6,7432374,9,1
118,7,7,5329905,2,1
52,13,15,1603230,2,1
35,11,4,504337,7,1
140,13,20,6030384,3,1
49,5,8,6805040,8,1
88,11,10,1871197,3,1
122,6,5,7030786,7,1
76,12,9,2063024,6,1
87,10,16,7885026,5,1
112,8,14,2363589,7,1
99,7,9,2063684,9,1
59,6,14,11280388,6,1
60,10,8,4571927,8,1
71,10,4,5447425,4,1
116,11,18,2364857,8,1
63,8,10,8998728,2,1
43,0,7,0,3,1
109,10,14,7031979,7,1
70,2,13,3280255,6,1
131,8,8,4798748,9,1
69,7,9,3177394,7,1
57,5,17,6469409,9,1
134,6,11,8102377,2,1
76,5,8,9003863,6,1
82,10,7,4171310,8,1
90,0,7,0,7,1
79,7,7,2478710,4,1
107,10,11,3165889,7,1
27,0,11,0,5,1
135,6,16,11230524,9,1
45,11,15,2692105,2,1
112,13,14,8266293,4,1
121,7,10,11626114,8,1
75,7,14,349927,1,1
100,12,15,5652769,7,1
44,3,6,5910484,1,1
44,7,10,9790356,9,1
129,10,7,5715796,7,1
37,13,17,1608198,3,1
62,9,14,9025649,3,1
142,1,14,9134578,8,1
62,11,15,9584975,9,1
61,13,14,1870257,3,1
99,14,14,11489357,5,1
45,10,7,4226995,5,1
135,6,11,8102805,2,1
48,11,4,338261,6,1
85,4,16,8997373,7,1
89,5,9,7669684,4,1
58,7,17,4269263,2,1
113,9,12,1211962,6,1
132,6,6,5354336,5,1
54,3,16,3281558,5,1
45,4,4,10841823,6,1
70,6,4,11375343,2,1
83,10,4,6893217,5,1
88,11,14,6498673,3,1
83,3,13,9688757,5,1
142,11,10,8401177,4,1
110,13,15,339961,3,1
68,3,14,5540621,5,1
61,9,17,6519478,5,1
76,9,4,6899533,5,1
107,10,11,3720893,6,1
38,9,13,7067847,3,1
106,9,6,9936093,2,1
73,4,5,337085,5,1
131,7,8,5368070,5,1
44,10,7,4228359,4,1
120,11,8,11249566,4,1
38,4,5,1857263,1,1
49,5,12,1272368,6,1
72,7,12,9814785,2,1
35,2,7,5911461,1,1
131,14,13,145983,4,1
34,7,13,4483044,3,1
73,8,8,3948193,5,1
72,8,12,9629576,5,1
37,4,7,213481,1,1
90,14,4,5464064,3,1
123,9,13,2833164,5,1
86,4,11,350132,2,1
128,3,7,3282763,5,1
38,13,7,7558406,9,1
88,10,6,4117824,4,1
146,7,14,8107278,3,1
43,7,14,692611,9,1
84,7,8,3174384,6,1
74,6,6,11706227,5,1
87,4,2,4457125,2,1
67,15,5,9280303,7,1
112,2,12,8748509,2,1
46,7,10,9791111,8,1
108,14,15,5654399,7,1
38,1,16,2986330,8,1
58,11,2,1187844,7,1
126,8,12,8820526,7,1
83,9,10,4667680,5,1
81,5,11,4223955,6,1
88,6,9,4674959,8,1
38,8,17,6472566,8,1
42,13,18,1610215,2,1
114,6,8,3172174,3,1
89,4,11,346451,2,1
123,14,7,6612991,6,1
36,9,3,182275,5,1
64,11,8,948846,4,1
99,4,18,9683005,8,1
83,11,11,7181950,8,1
46,12,6,7909384,9,1
63,9,6,4238851,3,1
125,14,11,7184310,4,1
72,8,11,6575320,3,1
89,9,14,11487590,7,1
114,2,6,11474219,1,1
114,5,11,8097796,2,1
126,3,7,1388448,2,1
51,4,13,1272439,6,1
69,7,15,4273476,3,1
40,4,15,702741,9,1
57,7,12,5226673,6,1
36,4,19,11254105,7,1
34,11,13,6473398,8,1
58,1,7,3041680,7,1
93,3,5,5452936,4,1
111,12,4,6871095,3,1
130,8,5,5367832,5,1
70,4,9,7748898,7,1
90,4,6,5455054,4,1
100,9,9,7437055,8,1
130,14,7,6615906,6,1
28,12,8,925967,9,1
146,3,13,4566926,2,1
55,13,3,7916426,8,1
91,3,11,338093,7,1
44,10,6,1270161,4,1
95,13,14,5645865,7,1
37,6,16,8289629,2,1
83,13,6,6368739,1,1
63,11,15,7663673,1,1
50,4,18,181221,3,1
56,12,16,4146516,3,1
51,10,16,371267,1,1
85,7,10,4268499,1,1
76,9,11,6572873,3,1
70,5,8,4575186,2,1
145,0,14,0,3,1
105,10,2,8792065,2,1
52,7,11,2051451,9,1
55,3,12,998990,9,1
88,11,14,6498634,3,1
129,5,3,7030541,8,1
130,10,8,1580428,3,1
68,2,10,1366280,2,1
39,5,3,9903689,5,1
46,13,10,4276487,7,1
102,14,13,11493250,4,1
121,9,3,7922549,3,1
112,5,12,8098402,4,1
132,5,8,5327777,3,1
38,3,9,8626580,5,1
66,8,13,8033810,3,1
124,9,2,948806,5,1
70,5,18,3182677,6,1
68,12,6,7658320,1,1
103,7,14,9707532,7,1
137,4,14,11451772,8,1
64,8,15,9033557,4,1
39,8,9,2398754,6,1
87,9,14,11488966,7,1
120,14,18,190294,7,1
96,3,13,341881,4,1
137,3,19,5365104,6,1
44,6,9,11704068,5,1
40,7,6,3435639,4,1
74,6,10,8401653,8,1
60,7,5,9899044,6,1
87,7,10,3173858,7,1
131,11,5,9697807,6,1
60,7,8,3446569,4,1
132,5,8,5327781,3,1
88,13,14,5665295,7,1
80,10,11,1726204,3,1
84,11,10,9932696,1,1
134,8,17,8818945,9,1
129,6,6,11735316,5,1
71,4,17,3185781,7,1
73,12,19,676216,5,1
138,0,13,0,5,1
81,10,8,6054577,4,1
102,6,14,6058483,4,1
123,13,11,7184794,4,1
76,9,4,6652798,5,1
105,4,14,3296047,4,1
67,14,3,5342380,2,1
58,6,4,9912924,5,1
104,14,9,147998,5,1
53,5,11,7663329,5,1
63,7,5,9131301,7,1
66,2,5,9695480,2,1
108,6,9,1393188,6,1
56,6,10,7759440,4,1
57,6,14,3281406,5,1
112,1,18,10456448,4,1
101,0,8,0,7,1
102,9,9,10560839,4,1
108,10,7,9897903,6,1
49,0,3,0,9,1
111,3,10,8754656,2,1
121,6,7,9776723,8,1
113,9,16,342555,2,1
94,12,15,2400978,6,1
90,9,4,5946301,6,1
112,8,9,3170301,4,1
130,13,17,6028997,4,1
47,7,10,9788573,9,1
60,8,11,8997194,1,1
129,13,19,340931,2,1
135,13,3,2416658,2,1
136,9,5,9709441,8,1
48,11,16,7660934,1,1
84,5,13,9625140,6,1
81,6,5,376730,1,1
91,8,16,8121582,4,1
109,2,12,8748921,2,1
90,12,19,179152,7,1
114,8,4,8790862,2,1
120,6,8,9777430,8,1
104,9,12,11627654,8,1
136,7,17,8820918,9,1
89,9,14,1725585,3,1
60,3,17,192996,2,1
57,10,3,6653741,3,1
82,3,17,7880866,6,1
137,4,2,1184187,4,1
143,12,5,1376140,2,1
69,6,18,3181272,5,1
54,12,16,11611397,2,1
132,13,15,153932,3,1
86,2,15,8032637,1,1
49,6,16,5245975,2,1
67,6,7,3440254,4,1
103,7,10,3073235,3,1
73,4,5,2982020,8,1
111,7,11,2641404,4,1
103,4,12,3174569,7,1
45,10,15,2024361,4,1
105,8,9,3071063,3,1
118,12,17,5718000,5,1
114,7,15,6038982,2,1
98,1,13,7897391,6,1
80,2,12,2481219,4,1
105,5,8,1563253,4,1
74,10,9,4234534,5,1
90,3,11,338047,7,1
111,3,13,6119725,1,1
52,14,3,7916129,8,1
117,8,18,11817398,5,1
95,2,14,1262340,2,1
91,10,11,1869869,4,1
43,14,5,7912349,9,1
131,11,8,10785742,8,1
88,8,15,11489366,7,1
112,4,7,1172386,4,1
59,4,8,506690,8,1
123,0,7,0,6,1
123,6,13,4237559,6,1
136,8,9,5372843,6,1
59,11,6,1266760,4,1
125,0,3,0,6,1
80,12,14,5669273,6,1
67,3,15,3190129,7,1
113,9,5,9697405,5,1
107,9,7,11227242,2,1
59,10,12,3278195,4,1
142,4,15,3471642,2,1
63,7,6,4662875,7,1
76,12,8,1882672,3,1
103,12,4,6868857,4,1
105,8,13,6042995,2,1
45,6,15,11709251,5,1
45,8,8,2400026,6,1
128,5,17,11226108,8,1
93,9,4,5459026,4,1
134,4,8,5327528,4,1
100,9,6,6657398,7,1
86,0,6,0,1,1
42,7,7,3253062,6,1
58,8,2,6189384,6,1
121,4,11,4660768,2,1
76,4,5,4665745,8,1
73,10,15,7150298,8,1
99,13,10,10789295,3,1
51,6,16,5246562,2,1
78,5,1,7033982,9,1
144,3,13,4567325,1,1
67,11,3,1190476,8,1
62,5,13,8754985,9,1
110,3,10,8790348,5,1
58,8,2,8799266,1,1
98,11,12,1194114,5,1
88,1,15,5246505,4,1
102,5,9,1395746,7,1
